Date, Open, High, Low, Close
10/19/20, 313.43, 314.94, 312.19, 312.59
10/16/20, 314.41, 315.47, 309.67, 311.83
10/15/20, 315.76, 315.89, 312.40, 313.92
10/14/20, 319.60, 319.88, 315.71, 316.57
10/13/20, 321.04, 321.45, 316.98, 319.58
10/12/20, 318.99, 320.01, 317.67, 319.15
10/08/20, 320.31, 320.38, 316.60, 317.47
10/07/20, 312.34, 317.44, 311.82, 317.35
10/06/20, 315.13, 316.48, 313.03, 314.45
10/05/20, 309.65, 314.66, 309.09, 313.51
09/29/20, 310.01, 311.34, 308.52, 309.44
09/28/20, 306.49, 308.34, 304.64, 307.03
09/25/20, 305.38, 305.55, 301.93, 303.57
09/24/20, 304.85, 306.98, 301.95, 302.48
09/23/20, 311.50, 311.76, 303.29, 309.64
09/22/20, 315.53, 316.02, 307.40, 308.82
09/21/20, 318.13, 320.86, 314.78, 315.89
09/18/20, 319.20, 319.81, 316.62, 318.39
09/17/20, 321.30, 322.23, 316.92, 318.00
09/16/20, 323.14, 324.19, 321.52, 322.31
09/15/20, 321.82, 323.57, 320.54, 323.36
09/14/20, 319.83, 321.22, 318.54, 320.98
09/11/20, 315.64, 316.77, 313.20, 316.45
09/10/20, 317.92, 318.38, 315.46, 316.53
09/09/20, 313.54, 315.90, 312.90, 313.77
09/08/20, 316.31, 317.43, 314.56, 317.38
09/07/20, 312.08, 314.44, 310.93, 313.67
09/04/20, 308.25, 312.64, 308.04, 312.03
09/03/20, 314.73, 317.46, 314.45, 316.43
09/02/20, 311.69, 312.92, 308.52, 311.50
09/01/20, 309.08, 311.15, 307.63, 309.81
08/31/20, 315.46, 316.11, 307.12, 307.14
08/28/20, 313.86, 315.95, 311.06, 312.24
08/27/20, 314.46, 315.17, 311.37, 311.38
08/26/20, 313.61, 315.08, 309.74, 314.19
08/25/20, 312.45, 314.14, 310.57, 313.59
08/24/20, 306.86, 310.27, 303.39, 309.33
08/21/20, 306.17, 309.88, 303.15, 306.16
08/20/20, 310.45, 312.77, 301.15, 301.59
08/19/20, 315.96, 316.82, 313.18, 313.54
08/18/20, 319.57, 321.69, 311.20, 312.84
08/14/20, 321.59, 322.66, 316.28, 319.24
08/13/20, 325.84, 326.22, 319.66, 323.33
08/12/20, 320.31, 322.68, 317.30, 322.68
08/11/20, 317.63, 322.64, 317.56, 321.02
08/10/20, 312.75, 317.84, 312.08, 316.77
08/07/20, 311.99, 314.11, 310.00, 312.57
08/06/20, 307.88, 312.84, 307.88, 311.32
08/05/20, 303.94, 306.67, 302.91, 306.64
08/04/20, 302.50, 304.27, 301.48, 303.04
08/03/20, 299.57, 300.33, 297.57, 299.46
07/31/20, 303.69, 304.16, 298.89, 299.32
07/30/20, 303.13, 304.13, 301.49, 301.85
07/29/20, 300.57, 303.51, 299.61, 301.25
07/28/20, 296.53, 301.34, 296.38, 300.13
07/27/20, 291.03, 295.26, 290.82, 293.51
07/24/20, 289.84, 292.74, 289.42, 290.66
07/23/20, 293.62, 293.62, 290.49, 292.37
07/22/20, 294.71, 296.14, 293.39, 294.04
07/21/20, 294.03, 296.11, 293.20, 295.16
07/20/20, 292.76, 292.76, 289.01, 290.81
07/17/20, 289.90, 292.10, 289.90, 291.57
07/16/20, 292.34, 292.74, 288.46, 289.25
07/15/20, 292.94, 294.42, 290.89, 292.27
07/14/20, 288.42, 289.63, 286.89, 289.63
07/13/20, 287.92, 290.49, 286.86, 289.84
07/10/20, 287.87, 288.09, 283.51, 285.06
07/09/20, 287.80, 289.41, 287.08, 287.25
07/08/20, 287.20, 288.41, 285.18, 285.97
07/07/20, 292.74, 292.98, 286.76, 286.77
07/06/20, 286.84, 291.14, 286.31, 290.62
07/03/20, 285.59, 286.09, 283.36, 285.89
07/02/20, 281.30, 283.89, 280.71, 283.86
07/01/20, 283.10, 283.84, 279.44, 280.26
06/30/20, 282.55, 283.98, 280.09, 280.09
06/29/20, 279.36, 281.77, 277.06, 278.04
06/26/20, 283.36, 284.58, 280.65, 283.38
06/25/20, 282.38, 284.36, 279.73, 279.73
06/24/20, 283.71, 288.30, 283.30, 286.70
06/23/20, 284.64, 286.04, 279.26, 281.94
06/22/20, 281.01, 283.71, 280.34, 281.42
06/19/20, 284.56, 284.70, 278.53, 283.37
06/18/20, 281.74, 283.39, 280.02, 281.91
06/17/20, 282.08, 284.90, 278.33, 283.02
06/16/20, 275.89, 282.59, 274.00, 282.59
06/15/20, 278.61, 280.87, 267.95, 267.95
06/12/20, 276.97, 282.54, 276.05, 281.78
06/11/20, 289.98, 292.08, 284.29, 288.62
06/10/20, 291.03, 292.92, 289.60, 291.90
06/09/20, 293.96, 294.87, 287.83, 291.32
06/08/20, 295.41, 295.68, 289.71, 290.77
06/05/20, 286.30, 291.50, 284.50, 290.62
06/04/20, 291.17, 292.90, 284.93, 286.45
06/03/20, 279.14, 287.49, 278.98, 285.91
06/02/20, 272.65, 276.47, 272.22, 276.08
06/01/20, 269.29, 273.39, 268.93, 273.19
05/29/20, 266.62, 269.61, 265.23, 268.32
05/28/20, 270.17, 271.44, 264.85, 268.29
05/27/20, 266.71, 269.17, 265.86, 267.64
05/26/20, 263.48, 267.31, 262.95, 267.31
05/25/20, 260.95, 262.82, 259.16, 262.76
05/22/20, 263.82, 264.07, 258.34, 259.62
05/21/20, 264.52, 264.85, 263.07, 263.74
05/20/20, 260.48, 263.25, 260.48, 262.72
05/19/20, 261.12, 262.34, 259.96, 261.79
05/18/20, 254.55, 256.31, 252.95, 255.44
05/15/20, 255.34, 255.49, 252.02, 253.79
05/14/20, 253.26, 254.39, 252.09, 253.65
05/13/20, 250.03, 255.85, 249.95, 255.85
05/12/20, 255.33, 255.56, 250.98, 253.37
05/11/20, 257.67, 258.87, 254.59, 254.95
05/08/20, 256.66, 258.29, 256.23, 256.62
05/07/20, 253.88, 256.14, 253.37, 254.46
05/06/20, 253.76, 255.01, 251.26, 255.00
05/04/20, 252.44, 253.70, 250.34, 250.60
04/29/20, 256.58, 259.67, 256.04, 258.15
04/28/20, 255.91, 257.34, 253.22, 256.39
04/27/20, 251.18, 255.79, 250.61, 254.84
04/24/20, 252.47, 252.86, 249.19, 250.28
04/23/20, 253.42, 255.22, 251.58, 253.74
04/22/20, 246.16, 252.18, 244.56, 251.88
04/21/20, 250.26, 251.88, 245.11, 249.40
04/20/20, 253.85, 255.93, 251.46, 252.14
04/17/20, 252.52, 257.37, 252.38, 255.02
04/16/20, 244.99, 247.87, 243.61, 247.10
04/14/20, 246.20, 248.55, 244.58, 247.45
04/13/20, 246.59, 246.90, 243.39, 243.40
04/10/20, 245.14, 248.21, 244.02, 248.00
04/09/20, 246.13, 246.46, 243.11, 245.61
04/08/20, 243.71, 246.99, 241.77, 241.89
04/07/20, 245.65, 247.39, 240.68, 244.87
04/06/20, 234.40, 241.19, 233.75, 240.81
04/03/20, 232.48, 234.45, 229.23, 231.70
04/02/20, 227.47, 232.22, 223.60, 231.84
04/01/20, 234.23, 237.52, 226.34, 226.35
03/31/20, 235.20, 237.47, 232.50, 236.82
03/30/20, 227.05, 234.70, 225.09, 232.45
03/27/20, 239.11, 239.48, 227.01, 233.79
03/26/20, 231.91, 236.61, 229.22, 229.34
03/25/20, 228.37, 233.42, 224.74, 232.89
03/24/20, 207.65, 220.34, 205.41, 220.34
03/23/20, 200.80, 206.66, 198.67, 201.87
03/20/20, 204.84, 214.08, 200.54, 213.67
03/18/20, 228.63, 230.04, 215.81, 215.83
03/17/20, 222.94, 234.56, 222.46, 226.89
03/16/20, 245.21, 245.21, 232.76, 232.97
03/13/20, 231.71, 246.19, 227.36, 240.65
03/12/20, 253.93, 255.49, 243.76, 247.62
03/11/20, 264.63, 265.04, 255.69, 257.01
03/10/20, 261.94, 265.57, 260.75, 264.67
03/09/20, 266.39, 267.75, 261.76, 263.11
03/06/20, 276.74, 278.31, 274.00, 275.10
03/05/20, 280.66, 282.05, 277.91, 281.38
03/04/20, 270.13, 278.90, 270.13, 278.13
03/03/20, 277.44, 277.54, 270.79, 271.56
03/02/20, 269.59, 272.60, 265.70, 270.37
02/28/20, 272.33, 273.98, 267.23, 268.02
02/27/20, 279.46, 281.09, 276.07, 277.09
02/26/20, 278.45, 281.98, 277.68, 279.94
02/25/20, 280.48, 284.63, 279.77, 284.24
02/24/20, 285.51, 286.62, 281.02, 281.02
02/21/20, 292.16, 295.24, 291.96, 292.42
02/20/20, 300.34, 301.35, 295.01, 296.65
02/19/20, 299.68, 300.38, 295.53, 298.33
02/18/20, 300.26, 301.29, 297.20, 297.74
02/17/20, 302.84, 304.05, 300.99, 302.76
02/14/20, 300.95, 304.20, 299.18, 303.01
02/13/20, 302.79, 304.43, 300.48, 300.93
02/12/20, 299.83, 302.20, 298.09, 301.54
02/11/20, 297.91, 301.10, 297.48, 299.28
02/10/20, 294.07, 296.73, 293.33, 296.24
02/07/20, 299.59, 300.05, 296.01, 298.21
02/06/20, 294.74, 300.98, 294.32, 300.65
02/05/20, 293.57, 294.26, 290.30, 292.02
02/04/20, 285.19, 291.38, 285.11, 290.68
02/03/20, 280.17, 286.24, 279.78, 285.05
01/31/20, 290.24, 291.47, 284.53, 284.53
01/30/20, 293.27, 294.11, 287.09, 288.37
01/29/20, 294.38, 295.67, 292.45, 293.98
01/28/20, 294.98, 296.30, 291.30, 292.77
01/23/20, 303.77, 304.72, 301.71, 302.33
01/22/20, 301.79, 306.52, 301.16, 306.08
01/21/20, 304.94, 306.09, 301.85, 302.11
01/20/20, 304.99, 307.54, 304.77, 305.58
01/17/20, 305.07, 306.05, 302.51, 303.30
01/16/20, 299.93, 302.91, 298.95, 302.78
01/15/20, 299.91, 301.13, 298.82, 299.74
01/14/20, 302.20, 303.61, 300.69, 301.53
01/13/20, 296.62, 300.31, 296.53, 300.13
01/10/20, 294.80, 297.17, 294.17, 297.06
01/09/20, 293.83, 294.41, 292.10, 294.41
01/08/20, 288.94, 291.01, 287.30, 289.42
01/07/20, 290.01, 292.26, 289.64, 291.23
01/06/20, 287.73, 289.41, 287.49, 288.43
01/03/20, 293.10, 294.88, 289.04, 290.74
01/02/20, 294.19, 294.57, 289.96, 290.35
12/30/19, 294.60, 295.49, 293.40, 293.77
12/27/19, 292.37, 296.95, 291.28, 295.20
12/26/19, 293.12, 294.07, 291.79, 294.06
12/24/19, 295.18, 295.25, 292.47, 292.90
12/23/19, 295.84, 296.12, 293.81, 294.87
12/20/19, 295.58, 295.86, 293.95, 295.31
12/19/19, 295.06, 295.84, 292.82, 294.31
12/18/19, 294.31, 295.85, 293.05, 294.22
12/17/19, 291.76, 294.50, 290.52, 294.40
12/16/19, 289.54, 290.80, 289.36, 289.76
12/13/19, 289.34, 290.11, 288.32, 290.11
12/12/19, 282.62, 285.43, 282.62, 285.11
12/11/19, 279.19, 281.03, 278.45, 280.28
12/10/19, 276.80, 279.75, 276.62, 279.31
12/09/19, 278.31, 278.75, 277.02, 278.03
12/06/19, 275.19, 277.00, 274.75, 276.56
12/05/19, 275.65, 276.63, 272.53, 273.30
12/04/19, 274.36, 274.68, 272.53, 274.15
12/03/19, 274.93, 276.63, 273.88, 276.19
12/02/19, 278.27, 279.44, 276.97, 277.44
11/29/19, 282.08, 282.10, 276.34, 276.78
11/28/19, 281.23, 282.80, 281.05, 281.23
11/27/19, 283.56, 284.02, 281.27, 282.85
11/26/19, 283.09, 284.87, 281.77, 281.83
11/25/19, 281.77, 283.53, 281.48, 282.19
11/22/19, 278.57, 279.89, 278.14, 279.43
11/21/19, 281.89, 282.33, 276.98, 278.28
11/20/19, 284.27, 285.29, 282.00, 282.21
11/19/19, 285.74, 286.34, 283.73, 286.23
11/18/19, 287.10, 287.78, 285.94, 287.18
11/15/19, 283.85, 287.72, 283.30, 287.29
11/14/19, 281.90, 283.93, 281.10, 283.93
11/13/19, 282.28, 282.49, 280.62, 281.28
11/12/19, 281.90, 283.65, 280.79, 283.65
11/11/19, 283.30, 283.30, 280.40, 280.85
11/08/19, 285.81, 286.12, 282.57, 283.13
11/07/19, 284.04, 284.82, 283.05, 284.37
11/06/19, 284.31, 286.43, 283.70, 284.52
11/05/19, 282.99, 284.46, 282.27, 284.38
11/04/19, 279.90, 282.77, 279.90, 282.54
11/01/19, 276.17, 278.55, 275.59, 278.43
10/31/19, 276.84, 279.04, 275.82, 275.82
10/30/19, 277.49, 277.49, 274.95, 275.51
10/29/19, 279.25, 279.49, 276.81, 277.55
10/28/19, 278.16, 279.42, 277.29, 277.78
10/25/19, 277.60, 277.67, 275.70, 277.07
10/24/19, 277.70, 277.84, 274.31, 276.70
10/23/19, 276.83, 277.29, 275.34, 276.23
10/22/19, 275.40, 278.19, 274.93, 277.41
10/21/19, 273.87, 274.10, 272.67, 273.79
10/18/19, 275.99, 277.06, 272.28, 272.81
10/17/19, 275.92, 276.68, 274.62, 275.57
10/16/19, 276.26, 277.59, 275.24, 276.32
10/15/19, 273.85, 275.09, 273.83, 274.34
10/14/19, 274.71, 275.75, 273.97, 274.23
10/11/19, 271.68, 272.68, 270.58, 271.30
10/10/19, 268.79, 270.78, 266.23, 268.80
10/08/19, 268.90, 271.51, 267.97, 271.36
10/07/19, 269.12, 269.75, 266.83, 267.67
10/04/19, 268.14, 270.16, 267.39, 267.39
10/02/19, 272.39, 272.42, 268.55, 268.55
10/01/19, 273.43, 275.38, 272.81, 274.42
09/30/19, 270.61, 273.85, 270.06, 273.55
09/27/19, 273.32, 273.40, 270.52, 271.33
09/26/19, 275.61, 276.38, 273.50, 274.89
09/25/19, 276.67, 277.04, 274.12, 274.42
09/24/19, 276.41, 278.17, 275.55, 277.97
09/23/19, 275.86, 277.11, 275.64, 276.65
09/20/19, 275.01, 276.67, 274.46, 276.44
09/19/19, 273.11, 276.15, 273.03, 274.92
09/18/19, 271.88, 273.72, 271.04, 273.06
09/17/19, 271.46, 272.26, 270.90, 271.68
09/16/19, 271.48, 272.03, 269.59, 272.02
09/11/19, 270.35, 271.35, 269.58, 270.84
09/10/19, 267.96, 269.13, 267.35, 268.76
09/09/19, 266.11, 268.67, 265.92, 267.40
09/06/19, 266.20, 266.36, 264.74, 265.53
09/05/19, 262.53, 266.00, 262.27, 264.44
09/04/19, 257.89, 261.69, 257.76, 261.69
09/03/19, 258.55, 259.67, 257.40, 258.25
09/02/19, 258.25, 259.74, 257.80, 259.08
08/30/19, 256.85, 259.61, 256.72, 259.00
08/29/19, 255.68, 256.28, 253.60, 254.31
08/28/19, 254.20, 255.98, 253.65, 255.53
08/27/19, 253.74, 254.96, 252.53, 253.50
08/26/19, 251.80, 253.14, 250.99, 252.19
08/23/19, 255.11, 256.88, 254.91, 256.11
08/22/19, 258.53, 258.73, 256.25, 256.28
08/21/19, 257.15, 259.49, 257.11, 258.38
08/20/19, 255.53, 258.62, 254.74, 258.05
08/19/19, 255.20, 255.84, 254.25, 255.11
08/16/19, 252.76, 253.94, 251.46, 253.90
08/14/19, 255.84, 256.82, 254.59, 254.86
08/13/19, 253.50, 254.58, 252.63, 252.83
08/12/19, 255.57, 256.43, 254.43, 255.35
08/09/19, 255.13, 256.15, 254.41, 254.85
08/08/19, 254.11, 255.33, 252.37, 252.40
08/07/19, 254.46, 254.90, 251.08, 252.00
08/06/19, 250.85, 257.04, 250.24, 253.41
08/05/19, 261.10, 261.40, 256.76, 257.19
08/02/19, 262.61, 263.94, 261.75, 262.99
08/01/19, 264.97, 267.44, 264.47, 265.73
07/31/19, 268.46, 269.14, 265.00, 266.34
07/30/19, 268.69, 269.79, 268.33, 268.95
07/29/19, 271.21, 271.91, 267.07, 267.75
07/26/19, 271.41, 272.56, 270.57, 272.25
07/25/19, 274.08, 274.62, 271.25, 273.04
07/24/19, 275.12, 276.48, 272.91, 273.22
07/23/19, 274.93, 276.56, 274.84, 275.92
07/22/19, 273.90, 275.35, 273.57, 274.55
07/19/19, 272.71, 274.95, 272.21, 274.55
07/18/19, 271.05, 271.63, 269.73, 270.67
07/17/19, 272.13, 272.28, 270.29, 271.48
07/16/19, 272.79, 274.54, 272.14, 274.05
07/15/19, 272.06, 273.38, 270.99, 272.64
07/12/19, 272.21, 273.23, 271.28, 272.68
07/11/19, 270.58, 272.97, 270.46, 271.78
07/10/19, 269.29, 270.33, 268.60, 268.75
07/09/19, 269.60, 270.22, 267.72, 267.72
07/08/19, 271.38, 271.67, 268.38, 268.55
07/05/19, 274.74, 275.23, 272.41, 274.35
07/04/19, 273.18, 274.61, 271.93, 274.54
07/03/19, 275.57, 276.69, 271.90, 272.37
07/02/19, 276.06, 277.46, 274.63, 275.97
07/01/19, 279.59, 279.68, 276.85, 277.27
06/28/19, 278.03, 278.56, 276.58, 277.50
06/27/19, 275.47, 278.63, 275.09, 277.75
06/26/19, 275.21, 276.36, 274.66, 275.53
06/25/19, 275.33, 277.02, 274.19, 275.28
06/24/19, 275.91, 276.73, 275.13, 275.58
06/21/19, 276.17, 276.26, 274.60, 275.48
06/20/19, 274.63, 276.09, 274.43, 276.01
06/19/19, 274.40, 275.60, 274.08, 275.31
06/18/19, 269.77, 271.87, 269.77, 271.36
06/17/19, 269.83, 271.59, 269.14, 270.09
06/14/19, 270.19, 271.55, 268.96, 270.48
06/13/19, 271.96, 272.46, 268.38, 271.13
06/12/19, 273.14, 274.32, 272.00, 272.74
06/11/19, 271.48, 273.69, 271.24, 273.21
06/10/19, 270.32, 272.20, 268.68, 272.10
06/07/19, 267.97, 269.63, 266.27, 268.27
06/05/19, 270.10, 270.46, 267.46, 267.99
06/04/19, 267.84, 268.47, 266.72, 267.66
06/03/19, 262.68, 268.55, 262.33, 268.16
05/31/19, 262.48, 265.21, 261.53, 263.89
05/30/19, 261.58, 264.23, 261.58, 263.93
05/29/19, 264.10, 264.10, 260.22, 261.37
05/28/19, 264.38, 266.16, 263.27, 264.70
05/27/19, 264.18, 265.85, 263.17, 264.40
05/24/19, 264.70, 266.11, 263.10, 264.42
05/23/19, 266.40, 267.12, 264.50, 266.38
05/22/19, 267.01, 267.60, 263.95, 266.65
05/21/19, 265.31, 268.55, 264.79, 266.12
05/20/19, 265.90, 267.65, 264.33, 264.96
05/17/19, 267.85, 268.06, 263.94, 264.35
05/16/19, 269.83, 269.96, 265.24, 265.99
05/15/19, 268.42, 271.00, 267.62, 269.64
05/14/19, 266.03, 270.42, 265.55, 268.57
05/13/19, 269.80, 271.54, 268.55, 268.72
05/10/19, 273.37, 274.32, 269.71, 272.06
05/09/19, 278.83, 279.63, 271.00, 271.00
05/08/19, 277.85, 281.84, 277.84, 280.15
05/07/19, 280.89, 281.66, 278.95, 281.31
05/03/19, 285.64, 285.95, 283.14, 283.67
05/02/19, 283.37, 286.87, 283.14, 286.12
04/30/19, 286.25, 286.59, 282.61, 284.92
04/29/19, 282.00, 286.79, 281.81, 286.79
04/26/19, 280.86, 282.47, 279.70, 281.34
04/25/19, 282.80, 284.22, 281.90, 282.83
04/24/19, 287.82, 287.82, 281.96, 283.70
04/23/19, 285.85, 286.83, 285.42, 286.47
04/22/19, 286.06, 287.59, 284.52, 285.87
04/19/19, 287.18, 287.48, 285.72, 285.89
04/18/19, 290.88, 291.15, 285.38, 285.82
04/17/19, 290.68, 291.21, 289.84, 290.33
04/16/19, 289.18, 290.76, 288.77, 290.62
