Date, Open, High, Low, Close
04/21/17, 279.44, 280.89, 278.80, 280.05
04/20/17, 276.32, 278.04, 275.75, 277.76
04/19/17, 277.66, 278.07, 275.97, 276.49
04/18/17, 279.36, 279.42, 277.05, 278.23
04/17/17, 278.06, 279.06, 277.49, 278.10
04/14/17, 277.59, 278.14, 276.12, 277.31
04/13/17, 276.38, 279.12, 275.66, 279.12
04/12/17, 276.11, 276.43, 275.28, 276.21
04/11/17, 276.55, 277.46, 275.01, 275.49
04/10/17, 278.69, 278.69, 276.50, 277.21
04/07/17, 279.64, 279.82, 277.63, 279.01
04/06/17, 279.57, 279.81, 278.20, 279.47
04/05/17, 280.99, 281.36, 278.76, 280.74
04/04/17, 281.25, 281.77, 280.32, 280.92
04/03/17, 281.51, 282.35, 280.85, 281.60
03/31/17, 282.03, 282.09, 280.63, 280.64
03/30/17, 282.44, 283.11, 280.95, 281.66
03/29/17, 282.52, 282.54, 281.27, 281.86
03/28/17, 281.85, 282.24, 280.50, 281.25
03/27/17, 281.10, 281.79, 279.98, 280.36
03/24/17, 282.66, 284.00, 281.49, 282.31
03/23/17, 283.29, 284.38, 282.58, 282.81
03/22/17, 281.07, 282.66, 280.85, 282.63
03/21/17, 281.54, 284.40, 281.23, 283.84
03/20/17, 281.08, 281.16, 280.00, 280.75
03/17/17, 280.02, 281.95, 279.65, 281.86
03/16/17, 280.99, 281.35, 279.26, 280.11
03/15/17, 276.91, 278.22, 276.78, 277.89
03/14/17, 276.80, 278.20, 276.51, 277.89
03/13/17, 273.03, 276.25, 272.79, 275.41
03/10/17, 271.08, 273.00, 270.24, 272.29
03/09/17, 272.73, 272.97, 271.56, 271.62
03/08/17, 271.65, 273.21, 271.32, 272.29
03/07/17, 270.22, 272.45, 269.96, 271.87
03/06/17, 269.07, 270.74, 268.36, 270.41
03/03/17, 271.03, 271.48, 268.77, 269.77
03/02/17, 272.14, 273.34, 271.35, 272.65
02/28/17, 269.27, 270.62, 269.10, 270.06
02/27/17, 270.35, 270.62, 268.72, 268.97
02/24/17, 272.61, 272.84, 269.76, 270.38
02/23/17, 272.61, 273.18, 272.18, 272.89
02/22/17, 272.61, 273.15, 271.96, 272.85
02/21/17, 269.90, 273.13, 269.70, 272.11
02/20/17, 269.41, 269.92, 268.57, 269.73
02/17/17, 267.60, 269.02, 267.60, 268.84
02/16/17, 269.48, 270.22, 268.32, 268.93
02/15/17, 267.64, 269.47, 267.06, 268.81
02/14/17, 268.82, 269.34, 267.05, 267.90
02/13/17, 268.48, 268.85, 267.88, 268.81
02/10/17, 269.04, 269.72, 268.43, 268.66
02/09/17, 267.99, 268.91, 267.21, 267.69
02/08/17, 268.51, 268.56, 265.76, 267.72
02/07/17, 269.52, 269.68, 268.51, 268.97
02/06/17, 270.65, 271.08, 268.75, 269.49
02/03/17, 269.10, 269.62, 267.37, 268.85
02/02/17, 269.63, 271.25, 268.01, 268.49
02/01/17, 269.16, 269.97, 268.87, 269.56
01/31/17, 269.61, 270.00, 268.09, 268.09
01/26/17, 269.15, 271.21, 268.47, 270.48
01/25/17, 268.65, 269.04, 267.28, 268.15
01/24/17, 267.79, 268.25, 266.24, 267.30
01/23/17, 266.77, 267.84, 265.53, 267.12
01/20/17, 266.45, 267.35, 266.18, 266.52
01/19/17, 269.30, 270.01, 266.39, 267.70
01/18/17, 267.64, 267.96, 265.37, 267.08
01/17/17, 266.65, 268.53, 266.33, 267.37
01/16/17, 267.71, 268.53, 265.37, 266.15
01/13/17, 268.34, 268.68, 267.66, 267.91
01/12/17, 268.48, 269.95, 267.93, 269.95
01/11/17, 264.24, 268.91, 264.18, 268.15
01/10/17, 263.15, 263.88, 262.83, 263.73
01/09/17, 263.83, 264.55, 263.34, 263.74
01/06/17, 263.01, 263.61, 262.66, 263.20
01/05/17, 262.88, 262.94, 261.64, 261.98
01/04/17, 263.19, 263.27, 262.47, 263.12
01/03/17, 261.55, 263.00, 260.72, 262.97
01/02/17, 259.42, 261.21, 258.64, 260.36
12/29/16, 259.02, 260.04, 258.62, 260.01
12/28/16, 259.65, 260.59, 259.52, 259.70
12/27/16, 262.35, 262.85, 261.79, 262.49
12/26/16, 261.83, 262.27, 261.36, 261.90
12/23/16, 262.10, 262.26, 261.30, 261.61
12/22/16, 262.71, 262.92, 261.66, 261.97
12/21/16, 263.76, 264.42, 262.10, 262.10
12/20/16, 262.78, 263.26, 262.14, 262.59
12/19/16, 262.03, 263.22, 261.86, 261.93
12/16/16, 261.59, 262.91, 261.16, 262.56
12/15/16, 259.90, 262.08, 259.82, 261.45
12/14/16, 262.64, 262.86, 261.12, 262.00
12/13/16, 260.38, 261.72, 260.08, 261.63
12/12/16, 261.59, 261.69, 259.89, 260.72
12/09/16, 261.24, 261.29, 260.34, 260.91
12/08/16, 258.79, 262.00, 258.63, 262.00
12/07/16, 256.57, 257.05, 255.96, 256.34
12/06/16, 253.88, 256.27, 253.85, 255.63
12/05/16, 252.12, 253.04, 251.52, 252.14
12/02/16, 253.93, 254.22, 252.06, 252.88
12/01/16, 254.84, 255.23, 254.06, 254.48
11/30/16, 253.20, 255.00, 252.86, 254.26
11/29/16, 252.98, 253.63, 252.32, 252.91
11/28/16, 252.46, 253.63, 250.87, 252.96
11/25/16, 252.19, 252.84, 251.64, 252.26
11/24/16, 253.22, 253.71, 251.44, 252.03
11/23/16, 253.09, 254.71, 252.22, 253.66
11/22/16, 250.85, 252.85, 250.47, 252.37
11/21/16, 249.70, 250.80, 248.93, 249.51
11/18/16, 250.90, 251.02, 249.23, 250.21
11/17/16, 249.62, 250.86, 248.71, 250.46
11/16/16, 250.93, 251.54, 250.23, 250.32
11/15/16, 250.39, 250.93, 249.18, 249.20
11/14/16, 251.59, 252.36, 250.00, 250.01
11/11/16, 252.93, 253.88, 251.90, 251.99
11/10/16, 253.80, 255.31, 252.64, 255.31
11/09/16, 255.83, 257.03, 246.51, 249.67
11/08/16, 256.20, 256.31, 254.10, 255.26
11/07/16, 254.79, 255.42, 254.00, 254.60
11/04/16, 252.85, 253.29, 251.86, 252.57
11/03/16, 252.44, 253.74, 251.72, 252.90
11/02/16, 254.27, 254.77, 252.33, 252.83
11/01/16, 255.35, 256.30, 253.51, 255.99
10/31/16, 255.60, 256.66, 255.21, 255.93
10/28/16, 256.45, 257.30, 255.89, 256.53
10/27/16, 256.25, 256.99, 255.62, 256.66
10/26/16, 257.73, 257.73, 254.13, 255.52
10/25/16, 258.79, 258.92, 257.82, 258.57
10/24/16, 257.83, 259.48, 257.76, 259.48
10/21/16, 258.16, 258.39, 256.82, 257.26
10/20/16, 258.55, 259.28, 257.80, 258.41
10/19/16, 257.25, 259.67, 257.17, 258.21
10/18/16, 256.17, 258.04, 255.99, 257.98
10/17/16, 255.90, 257.07, 253.71, 256.19
10/14/16, 254.70, 255.91, 254.66, 255.09
10/13/16, 256.19, 256.60, 253.79, 253.93
10/12/16, 254.69, 256.67, 254.56, 256.20
10/11/16, 259.29, 260.40, 255.93, 256.15
10/10/16, 258.85, 260.71, 257.68, 260.31
10/07/16, 261.17, 261.53, 259.73, 260.06
10/06/16, 261.60, 261.68, 259.65, 261.13
10/05/16, 257.51, 259.49, 256.67, 258.99
10/04/16, 259.51, 259.74, 258.55, 259.18
09/30/16, 258.30, 258.91, 257.29, 257.49
09/29/16, 259.60, 260.95, 259.60, 260.35
09/28/16, 259.32, 259.46, 257.96, 258.21
09/27/16, 256.16, 259.87, 255.16, 259.57
09/26/16, 258.07, 259.32, 256.90, 257.48
09/23/16, 258.44, 259.14, 257.71, 258.37
09/22/16, 258.46, 259.99, 258.13, 258.34
09/21/16, 254.65, 256.55, 254.56, 256.52
09/20/16, 253.86, 255.23, 253.33, 255.09
09/19/16, 251.51, 254.54, 251.38, 253.93
09/13/16, 253.39, 253.55, 251.66, 251.77
09/12/16, 252.37, 253.43, 250.53, 250.53
09/09/16, 258.68, 258.94, 256.21, 257.31
09/08/16, 260.72, 261.48, 259.41, 260.86
09/07/16, 261.15, 262.10, 260.31, 260.31
09/06/16, 259.39, 261.16, 259.26, 260.93
09/05/16, 257.85, 259.74, 257.63, 259.64
09/02/16, 256.16, 256.73, 255.57, 256.50
09/01/16, 254.95, 256.13, 253.86, 256.03
08/31/16, 257.21, 257.49, 255.90, 256.87
08/30/16, 257.27, 258.93, 257.00, 257.49
08/29/16, 254.93, 256.66, 254.45, 256.49
08/26/16, 256.17, 256.76, 255.02, 256.23
08/25/16, 256.78, 257.76, 256.00, 257.26
08/24/16, 258.40, 258.65, 256.54, 257.30
08/23/16, 257.57, 258.63, 257.09, 258.42
08/22/16, 258.54, 258.63, 256.92, 257.27
08/19/16, 258.42, 258.84, 257.54, 258.69
08/18/16, 256.62, 258.23, 255.80, 258.11
08/17/16, 255.82, 256.32, 254.60, 256.04
08/16/16, 256.95, 258.13, 256.12, 256.15
08/12/16, 256.86, 257.88, 255.70, 256.17
08/11/16, 255.14, 256.18, 254.24, 256.18
08/10/16, 255.68, 256.31, 255.06, 255.43
08/09/16, 254.38, 256.24, 254.19, 255.85
08/08/16, 253.34, 254.18, 252.51, 254.11
08/05/16, 250.21, 252.40, 249.96, 252.36
08/04/16, 250.22, 250.34, 248.65, 249.24
08/03/16, 250.56, 250.56, 248.60, 248.65
08/02/16, 252.80, 253.14, 251.76, 251.93
08/01/16, 252.91, 254.02, 252.81, 253.81
07/29/16, 252.24, 253.37, 251.48, 251.48
07/28/16, 253.27, 253.34, 251.00, 251.86
07/27/16, 252.63, 253.20, 252.13, 252.73
07/26/16, 250.19, 252.76, 249.90, 252.72
07/25/16, 250.40, 251.49, 249.69, 250.65
07/22/16, 249.43, 250.70, 248.97, 250.04
07/21/16, 251.11, 251.36, 249.72, 250.44
07/20/16, 250.37, 250.66, 249.08, 250.66
07/19/16, 251.64, 251.76, 250.08, 250.97
07/18/16, 251.08, 251.65, 250.31, 251.52
07/15/16, 250.61, 251.72, 249.99, 251.02
07/14/16, 248.95, 249.96, 248.36, 249.80
07/13/16, 249.44, 250.26, 247.74, 249.25
07/12/16, 247.36, 248.35, 246.62, 247.14
07/11/16, 245.64, 247.42, 245.44, 246.99
07/08/16, 244.30, 245.40, 242.72, 243.43
07/07/16, 243.15, 245.02, 242.63, 244.60
07/06/16, 245.37, 245.74, 240.73, 241.86
07/05/16, 247.67, 247.84, 246.51, 246.91
07/04/16, 246.66, 247.94, 246.16, 247.62
07/01/16, 244.96, 247.57, 244.78, 246.52
06/30/16, 244.25, 244.48, 242.52, 244.14
06/29/16, 241.29, 243.71, 240.68, 242.32
06/28/16, 236.78, 240.46, 236.73, 240.08
06/27/16, 236.79, 239.28, 236.68, 239.28
06/24/16, 248.23, 248.27, 234.97, 239.21
06/23/16, 246.42, 246.81, 245.64, 246.31
06/22/16, 245.17, 247.03, 244.79, 246.75
06/21/16, 244.60, 245.50, 243.99, 245.34
06/20/16, 244.44, 245.63, 243.74, 245.17
06/17/16, 243.35, 244.02, 241.32, 241.63
06/16/16, 243.66, 244.00, 240.52, 241.61
06/15/16, 243.41, 244.16, 242.19, 243.30
06/14/16, 243.79, 244.46, 242.36, 243.35
06/13/16, 246.74, 246.96, 243.70, 244.05
06/10/16, 249.86, 249.86, 248.63, 248.96
06/09/16, 250.19, 251.51, 248.46, 250.19
06/08/16, 248.24, 250.04, 247.68, 250.04
06/07/16, 245.55, 247.86, 245.54, 247.85
06/03/16, 244.94, 244.94, 243.67, 244.39
06/02/16, 243.88, 244.66, 243.31, 244.18
06/01/16, 242.70, 244.19, 242.48, 243.58
05/31/16, 241.03, 243.84, 240.36, 243.63
05/30/16, 241.94, 242.07, 240.41, 241.73
05/27/16, 241.25, 242.41, 240.74, 241.85
05/26/16, 241.56, 242.05, 240.45, 240.58
05/25/16, 239.68, 241.45, 239.28, 240.91
05/24/16, 239.28, 239.48, 237.65, 237.65
05/23/16, 239.60, 240.08, 237.81, 239.85
05/20/16, 238.67, 239.59, 238.23, 238.74
05/19/16, 239.45, 239.68, 238.47, 239.04
05/18/16, 240.32, 240.46, 238.14, 239.82
05/17/16, 241.67, 241.81, 240.26, 241.03
05/16/16, 240.01, 241.32, 240.01, 240.82
05/13/16, 242.61, 242.73, 240.03, 240.60
05/12/16, 242.23, 243.12, 241.66, 242.34
05/11/16, 244.39, 244.39, 241.99, 243.07
05/10/16, 241.97, 243.68, 241.77, 243.68
05/09/16, 242.84, 243.11, 241.63, 242.23
05/04/16, 243.29, 243.85, 242.23, 243.31
05/03/16, 244.88, 244.90, 243.48, 244.29
05/02/16, 244.86, 244.88, 243.27, 243.47
04/29/16, 245.90, 246.01, 243.89, 245.20
04/28/16, 249.42, 249.52, 245.91, 246.27
04/27/16, 248.87, 249.09, 248.28, 248.69
04/26/16, 247.81, 249.22, 247.70, 248.92
04/25/16, 248.33, 248.45, 247.08, 248.13
04/22/16, 248.44, 248.86, 247.74, 248.32
04/21/16, 248.45, 249.50, 247.92, 249.39
04/20/16, 248.63, 249.56, 247.26, 247.26
04/19/16, 248.67, 249.34, 247.49, 247.88
04/18/16, 246.70, 248.04, 246.32, 248.00
04/15/16, 248.47, 249.03, 247.68, 248.53
04/14/16, 247.01, 248.90, 246.76, 248.89
04/12/16, 242.05, 243.94, 241.72, 243.71
04/11/16, 241.79, 242.29, 240.65, 242.06
04/08/16, 240.59, 241.84, 239.57, 241.77
04/07/16, 243.05, 243.27, 241.03, 242.29
04/06/16, 240.85, 242.59, 240.65, 241.99
04/05/16, 242.10, 242.25, 240.28, 240.58
04/04/16, 242.38, 243.06, 241.73, 243.05
04/01/16, 245.59, 245.66, 241.82, 242.36
03/31/16, 246.95, 247.26, 244.55, 245.86
03/30/16, 246.98, 247.58, 246.07, 246.54
03/29/16, 244.55, 245.88, 244.11, 245.53
03/28/16, 243.86, 244.96, 243.66, 243.95
03/25/16, 244.61, 244.65, 243.33, 243.79
03/24/16, 244.30, 245.00, 243.31, 244.08
03/23/16, 245.33, 246.18, 244.45, 245.23
03/22/16, 244.75, 245.41, 244.06, 245.41
03/21/16, 245.44, 245.95, 243.20, 244.28
03/18/16, 245.25, 245.27, 243.72, 244.63
03/17/16, 243.65, 245.84, 243.58, 244.09
03/16/16, 242.04, 243.43, 241.63, 242.35
03/15/16, 242.47, 243.00, 241.28, 241.83
03/14/16, 243.90, 243.94, 241.93, 242.15
03/11/16, 241.29, 242.62, 241.17, 241.97
03/10/16, 239.91, 242.51, 239.47, 241.43
03/09/16, 237.64, 239.13, 237.21, 239.13
03/08/16, 240.27, 240.27, 237.32, 238.44
03/07/16, 240.47, 240.91, 239.84, 240.21
03/04/16, 239.84, 240.31, 238.93, 239.74
03/03/16, 240.20, 240.20, 238.68, 240.09
03/02/16, 238.45, 239.08, 238.08, 238.63
02/29/16, 235.40, 236.28, 234.63, 234.63
02/26/16, 236.39, 236.46, 234.86, 235.22
02/25/16, 235.57, 236.91, 233.87, 235.37
02/24/16, 234.30, 235.58, 233.96, 234.91
02/23/16, 236.54, 236.67, 234.42, 235.03
02/22/16, 234.58, 235.73, 233.78, 234.95
02/19/16, 234.11, 235.31, 233.47, 235.27
02/18/16, 235.08, 235.11, 233.52, 234.74
02/17/16, 231.66, 233.30, 230.87, 231.94
02/16/16, 229.26, 232.13, 228.87, 231.52
02/15/16, 227.84, 228.81, 226.86, 228.40
02/12/16, 225.50, 226.63, 223.37, 224.98
02/11/16, 227.77, 228.35, 226.26, 226.70
02/05/16, 232.73, 233.93, 232.27, 233.30
02/04/16, 230.30, 232.94, 230.12, 232.91
02/03/16, 229.29, 229.36, 227.77, 228.97
02/02/16, 232.27, 232.95, 231.05, 231.10
02/01/16, 232.87, 233.84, 232.13, 233.67
01/29/16, 230.97, 232.10, 228.80, 232.10
01/28/16, 229.07, 231.62, 228.02, 231.51
01/27/16, 229.19, 231.13, 228.83, 230.96
01/26/16, 228.66, 229.06, 226.16, 227.19
01/25/16, 229.98, 231.37, 228.99, 230.21
01/22/16, 226.35, 228.79, 226.31, 228.79
01/21/16, 224.83, 226.61, 223.81, 223.81
01/20/16, 229.29, 229.30, 222.92, 224.54
01/19/16, 228.79, 230.12, 227.03, 230.08
01/18/16, 225.56, 229.16, 225.33, 228.59
01/15/16, 233.38, 233.76, 228.01, 228.78
01/14/16, 230.68, 231.52, 229.41, 231.38
01/13/16, 232.24, 234.26, 231.89, 233.52
01/12/16, 232.45, 232.85, 230.25, 230.55
01/11/16, 230.77, 232.27, 230.34, 230.83
01/08/16, 230.40, 233.78, 229.91, 233.68
01/07/16, 233.23, 234.54, 231.52, 231.93
01/06/16, 236.48, 236.48, 233.27, 234.60
01/05/16, 233.96, 237.25, 233.96, 236.13
01/04/16, 239.30, 239.35, 234.63, 234.63
